N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
34975;Estructural;Estructural;---;---;---;---;---;11021048.0;442081.06;4478064.52
34975;Estructural;Estructural;---;---;---;---;---;11021306.0;442070.68;4477832.81
34975;Estructural;Estructural;---;---;---;---;---;20009282.0;442123.17;4477775.63
34975;Estructural;Estructural;---;---;---;---;---;20009242.0;442071.48;4477690.34
34975;Estructural;Estructural;---;---;---;---;---;11021276.0;442039.61;4477859.61
34975;Estructural;Estructural;---;---;---;---;---;11021331.0;442021.66;4477821.01
34975;Estructural;Estructural;---;---;---;---;---;11021107.0;442159.77;4478028.08
34975;Estructural;Estructural;---;---;---;---;---;11021046.0;442118.04;4478045.75
34975;Estructural;Estructural;---;---;---;---;---;11021281.0;442099.89;4477967.0
34975;Estructural;Estructural;---;---;---;---;---;11021157.0;442242.01;4477892.89
34975;Estructural;Estructural;---;---;---;---;---;11021119.0;442135.89;4478082.13
34975;Estructural;Estructural;---;---;---;---;---;31008368.0;442092.13;4477700.24
34975;Estructural;Estructural;---;---;---;---;---;11021310.0;442122.24;4477939.28
34975;Estructural;Estructural;---;---;---;---;---;11021120.0;442122.5;4478088.93
34975;Estructural;Estructural;---;---;---;---;---;11021325.0;442193.72;4477898.77
34975;Estructural;Estructural;---;---;---;---;---;11021305.0;442057.14;4477805.94
34975;Estructural;Estructural;---;---;---;---;---;11021112.0;442214.75;4477941.31
34975;Estructural;Estructural;---;---;---;---;---;20009136.0;442100.57;4478054.57
34975;Estructural;Estructural;---;---;---;---;---;20009166.0;442173.49;4477980.7
34975;Estructural;Estructural;---;---;---;---;---;11021280.0;442111.81;4477960.35
34975;Estructural;Estructural;---;---;---;---;---;11020806.0;441940.55;4477600.83
34975;Estructural;Estructural;---;---;---;---;---;11020667.0;441838.5;4477691.1
34975;Estructural;Estructural;---;---;---;---;---;11020810.0;441848.93;4477631.03
34975;Estructural;Estructural;---;---;---;---;---;11020703.0;441882.64;4477715.06
34975;Estructural;Estructural;---;---;---;---;---;11021282.0;442092.73;4477971.09
34975;Estructural;Estructural;---;---;---;---;---;11021235.0;442038.5;4477929.51
34975;Estructural;Estructural;---;---;---;---;---;11020823.0;441924.87;4477587.07
34975;Estructural;Estructural;---;---;---;---;---;20009118.0;442021.31;4477579.83
34975;Estructural;Estructural;---;---;---;---;---;11020762.0;442028.51;4477644.48
34975;Estructural;Estructural;---;---;---;---;---;11021234.0;442051.25;4477922.93
34975;Estructural;Estructural;---;---;---;---;---;11020833.0;441781.83;4477633.75
34975;Estructural;Estructural;---;---;---;---;---;11021242.0;442104.43;4477739.52
34975;Estructural;Estructural;---;---;---;---;---;11020763.0;442036.86;4477640.02
34975;Estructural;Estructural;---;---;---;---;---;11021045.0;442130.92;4478039.31
34975;Estructural;Estructural;---;---;---;---;---;11021275.0;442047.47;4477855.58
34975;Estructural;Estructural;---;---;---;---;---;11021297.0;442120.57;4477883.25
34975;Estructural;Estructural;---;---;---;---;---;;0.0;0.0
34975;Estructural;Estructural;---;---;---;---;---;11021293.0;442046.79;4477731.69
34975;Estructural;Estructural;---;---;---;---;---;11021092.0;442102.1;4477992.59
34975;Estructural;Estructural;---;---;---;---;---;11021309.0;442108.51;4477911.07
34975;Estructural;Estructural;---;---;---;---;---;11021277.0;442033.16;4477862.9
34975;Estructural;Estructural;---;---;---;---;---;11021091.0;442275.47;4477953.66
34975;Estructural;Estructural;---;---;---;---;---;11021188.0;442137.55;4477822.37
34975;Estructural;Estructural;---;---;---;---;---;11021406.0;442078.6;4477686.49
34975;Estructural;Estructural;---;---;---;---;---;11021049.0;442068.49;4478070.92
34975;Estructural;Estructural;---;---;---;---;---;11021308.0;442101.23;4477896.29
34975;Estructural;Estructural;---;---;---;---;---;11021363.0;442032.95;4477810.05
34975;Estructural;Estructural;---;---;---;---;---;11020949.0;441892.56;4477732.55
34975;Estructural;Estructural;---;---;---;---;---;11021259.0;442073.36;4477700.83
34975;Estructural;Estructural;---;---;---;---;---;11021153.0;442173.12;4477928.43
34975;Estructural;Estructural;---;---;---;---;---;11021228.0;442052.2;4477936.39
34975;Estructural;Estructural;---;---;---;---;---;11021226.0;442074.53;4477925.0
34975;Estructural;Estructural;---;---;---;---;---;20009272.0;442090.5;4477820.99
34975;Estructural;Estructural;---;---;---;---;---;11021135.0;442173.75;4477875.12
34975;Estructural;Estructural;---;---;---;---;---;11020704.0;441867.66;4477721.89
34975;Estructural;Estructural;---;---;---;---;---;11021133.0;442147.2;4477887.86
34975;Estructural;Estructural;---;---;---;---;---;11020834.0;441772.58;4477636.8
34975;Estructural;Estructural;---;---;---;---;---;11020813.0;441810.05;4477643.78
34975;Estructural;Estructural;---;---;---;---;---;11021118.0;442149.02;4478075.43
34975;Estructural;Estructural;---;---;---;---;---;11020829.0;441824.53;4477620.03
34975;Estructural;Estructural;---;---;---;---;---;11020812.0;441821.76;4477639.96
34975;Estructural;Estructural;---;---;---;---;---;11021296.0;442105.97;4477853.2
34975;Estructural;Estructural;---;---;---;---;---;11021114.0;442227.97;4477967.22
34975;Estructural;Estructural;---;---;---;---;---;11021136.0;442211.7;4477855.38
34975;Estructural;Estructural;---;---;---;---;---;20009190.0;442159.96;4477867.93
34975;Estructural;Estructural;---;---;---;---;---;11021227.0;442063.38;4477930.84
34975;Estructural;Estructural;---;---;---;---;---;11020750.0;442000.63;4477584.13
34975;Estructural;Estructural;---;---;---;---;---;11020831.0;441799.82;4477627.93
34975;Estructural;Estructural;---;---;---;---;---;11021298.0;442131.08;4477905.65
34975;Estructural;Estructural;---;---;---;---;---;11021225.0;442088.41;4477917.87
34975;Estructural;Estructural;---;---;---;---;---;20009158.0;442266.36;4477958.2
34975;Estructural;Estructural;---;---;---;---;---;20009244.0;442062.43;4477706.79
34975;Estructural;Estructural;---;---;---;---;---;11021138.0;442232.24;4477844.9
34975;Estructural;Estructural;---;---;---;---;---;11020697.0;441963.82;4477676.41
34975;Estructural;Estructural;---;---;---;---;---;11021408.0;442045.96;4477649.88
34975;Estructural;Estructural;---;---;---;---;---;11021051.0;442111.7;4478035.37
34975;Estructural;Estructural;---;---;---;---;---;20009124.0;441900.65;4477614.12
34975;Estructural;Estructural;---;---;---;---;---;11020790.0;441985.14;4477601.89
34975;Estructural;Estructural;---;---;---;---;---;11021274.0;442056.46;4477850.98
34975;Estructural;Estructural;---;---;---;---;---;11021232.0;442072.92;4477912.06
34975;Estructural;Estructural;---;---;---;---;---;20009284.0;442121.3;4477788.98
34975;Estructural;Estructural;---;---;---;---;---;11020742.0;441989.49;4477569.17
34975;Estructural;Estructural;---;---;---;---;---;11021113.0;442222.3;4477955.93
34975;Estructural;Estructural;---;---;---;---;---;11020656.0;441892.9;4477672.1
34975;Estructural;Estructural;---;---;---;---;---;11020826.0;441884.9;4477600.25
34975;Estructural;Estructural;---;---;---;---;---;11021283.0;442082.4;4477976.88
34975;Estructural;Estructural;---;---;---;---;---;11020668.0;441847.27;4477688.31
34975;Estructural;Estructural;---;---;---;---;---;11020796.0;441960.9;4477604.36
34975;Estructural;Estructural;---;---;---;---;---;11021368.0;442095.81;4477744.24
34975;Estructural;Estructural;---;---;---;---;---;11021409.0;442037.63;4477654.36
34975;Estructural;Estructural;---;---;---;---;---;20009230.0;442095.48;4477759.26
34975;Estructural;Estructural;---;---;---;---;---;20151680.0;442072.88;4477786.28
34975;Estructural;Estructural;---;---;---;---;---;20009096.0;441946.8;4477684.14
34975;Estructural;Estructural;---;---;---;---;---;11021075.0;442294.59;4478005.09
34975;Estructural;Estructural;---;---;---;---;---;11021056.0;442244.92;4477917.26
34975;Estructural;Estructural;---;---;---;---;---;20009082.0;441900.78;4477694.93
34975;Estructural;Estructural;---;---;---;---;---;11021055.0;442233.83;4477922.96
34975;Estructural;Estructural;---;---;---;---;---;11021405.0;442059.21;4477697.02
34975;Estructural;Estructural;---;---;---;---;---;11021241.0;442089.29;4477747.72
34975;Estructural;Estructural;---;---;---;---;---;11021403.0;442019.58;4477674.79
34975;Estructural;Estructural;---;---;---;---;---;11021052.0;442100.32;4478041.05
34975;Estructural;Estructural;---;---;---;---;---;11021229.0;442041.28;4477941.88
34976;Volumétrico;Volumétrico;---;---;---;---;---;20117802.0;443185.93;4475988.75
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017279.0;443274.24;4475984.47
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017476.0;443221.96;4475998.88
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017267.0;443298.11;4476007.69
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017271.0;443336.45;4476013.06
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017467.0;443231.87;4476019.18
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017432.0;443194.41;4476017.69
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017580.0;443294.22;4476044.37
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017446.0;443256.79;4476015.06
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017485.0;443210.26;4475935.18
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017465.0;443234.36;4476001.85
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017426.0;443202.53;4475959.85
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017486.0;443218.9;4475936.36
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017481.0;443153.74;4475927.09
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017568.0;443369.79;4476059.46
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017520.0;443349.2;4476031.21
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017442.0;443262.27;4475977.84
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017295.0;443311.88;4475985.47
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017308.0;443296.93;4475947.46
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017578.0;443292.54;4476033.05
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017273.0;443354.62;4476015.57
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017484.0;443189.64;4475932.25
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017460.0;443240.62;4475958.27
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017448.0;443254.43;4476030.59
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017523.0;443343.39;4476051.33
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017435.0;443191.1;4475951.98
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017483.0;443174.44;4475930.15
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017427.0;443201.26;4475968.82
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017441.0;443263.35;4475970.56
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017565.0;443373.2;4476034.79
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017444.0;443259.36;4475998.21
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017558.0;443267.19;4476029.23
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017440.0;443264.61;4475962.19
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017468.0;443227.86;4476026.21
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017291.0;443318.95;4475978.76
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017296.0;443318.41;4475982.55
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017288.0;443294.77;4475971.55
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017579.0;443291.32;4476040.23
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017576.0;443299.31;4476044.84
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017477.0;443220.15;4476011.38
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017525.0;443337.22;4476050.53
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017492.0;443187.19;4475979.8
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017531.0;443333.38;4476024.71
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017430.0;443197.44;4475996.1
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017269.0;443317.72;4476010.39
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017528.0;443310.24;4476021.44
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017428.0;443199.81;4475978.95
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017530.0;443325.63;4476023.49
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017438.0;443183.89;4476003.45
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017268.0;443308.97;4476009.23
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017310.0;443316.7;4475950.31
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017290.0;443313.45;4475974.16
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017521.0;443347.96;4476039.14
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017309.0;443306.96;4475948.91
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017266.0;443288.94;4476006.4
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017575.0;443303.34;4476040.75
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017445.0;443258.28;4476005.26
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017436.0;443189.84;4475960.63
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017487.0;443227.16;4475937.49
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017274.0;443362.27;4476016.63
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017489.0;443255.59;4475941.55
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017270.0;443328.11;4476011.89
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017294.0;443301.09;4475983.84
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017307.0;443285.16;4475945.77
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017289.0;443302.95;4475972.64
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017281.0;443271.89;4475999.92
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017566.0;443372.03;4476042.18
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017529.0;443318.3;4476022.57
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017462.0;443238.25;4475974.79
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017466.0;443233.02;4476011.32
34976;Volumétrico;Volumétrico;---;---;---;---;---;20149163.0;443225.88;4475971.79
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017278.0;443277.23;4475964.83
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017488.0;443247.07;4475940.34
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017478.0;443219.02;4476019.22
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017293.0;443292.28;4475982.5
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017433.0;443189.11;4476021.73
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017470.0;443228.11;4475956.44
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017277.0;443278.69;4475955.31
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017557.0;443268.47;4476020.54
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017490.0;443263.58;4475942.7
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017464.0;443235.42;4475994.3
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017471.0;443227.12;4475963.34
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017275.0;443371.34;4476017.92
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017311.0;443325.46;4475951.49
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017577.0;443293.64;4476025.23
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017522.0;443346.95;4476045.68
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017483.0;443174.44;4475930.15
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017272.0;443344.75;4476014.14
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017431.0;443195.71;4476008.27
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017567.0;443371.06;4476049.34
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017479.0;443221.26;4476025.15
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017474.0;443224.43;4475981.74
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017559.0;443267.28;4476036.62
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017280.0;443273.19;4475991.4
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017475.0;443223.19;4475990.63
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017461.0;443239.32;4475967.19
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017447.0;443255.68;4476022.37
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017429.0;443198.75;4475986.69
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017524.0;443335.38;4476042.65
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017443.0;443260.82;4475988.57
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017463.0;443236.67;4475985.83
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017437.0;443188.36;4475971.65
34976;Volumétrico;Volumétrico;---;---;---;---;---;11017425.0;443203.58;4475952.29
34977;Ambiental;Ambiental;---;---;---;---;---;11062128.0;437510.06;4473174.0
34977;Ambiental;Ambiental;---;---;---;---;---;11062109.0;437533.77;4473097.07
34977;Ambiental;Ambiental;---;---;---;---;---;11062131.0;437521.94;4473148.58
34977;Ambiental;Ambiental;---;---;---;---;---;11062118.0;437464.95;4473244.94
34977;Ambiental;Ambiental;---;---;---;---;---;11062477.0;437400.88;4473382.98
34977;Ambiental;Ambiental;---;---;---;---;---;11062108.0;437539.43;4473084.9
34977;Ambiental;Ambiental;---;---;---;---;---;11062139.0;437550.88;4473086.56
34977;Ambiental;Ambiental;---;---;---;---;---;11062138.0;437545.0;4473099.26
34977;Ambiental;Ambiental;---;---;---;---;---;11062478.0;437408.27;4473367.0
34977;Ambiental;Ambiental;---;---;---;---;---;11062116.0;437476.78;4473219.48
34977;Ambiental;Ambiental;---;---;---;---;---;11061357.0;437672.61;4472984.75
34977;Ambiental;Ambiental;---;---;---;---;---;11061358.0;437673.56;4472969.31
34977;Ambiental;Ambiental;---;---;---;---;---;11062135.0;437536.27;4473118.11
34977;Ambiental;Ambiental;---;---;---;---;---;11061325.0;437647.14;4472993.51
34977;Ambiental;Ambiental;---;---;---;---;---;11062173.0;437616.4;4473033.69
34977;Ambiental;Ambiental;---;---;---;---;---;11062462.0;437371.49;4473446.15
